Place,Month,Users,Gender,Alcohol,Result
MAYO,May,Cyclists,female,yes,Injured
DUBLIN,January,Motorbike,female,no,Injured
DONEGAL,January,Car,male,no,Injured
SLIGO,May,Car,male,no,Injured
OFFALY,July,Car,female,yes,Injured
DUBLIN,March,Car,male,no,Injured
DUBLIN,June,Car,male,no,Injured
CORK,April,Cyclists,male,no,Injured
DONEGAL,January,Pedestrians,female,no,Injured
MAYO,November,Pedestrians,female,yes,Injured
KILDARE,February,Cyclists,male,yes,Injured
ROSCOMMON,May,Pedestrians,female,yes,Injured
GALWAY,February,Car,male,no,Injured
MEATH,September,Car,male,yes,Injured
GALWAY,April,Car,female,yes,Injured
KILDARE,November,Pedestrians,male,no,Injured
DONEGAL,August,Car,female,no,Injured
KERRY,September,Car,female,yes,Injured
DONEGAL,March,Car,male,yes,Injured
KILDARE,April,Car,male,yes,Injured
CORK,November,Car,female,yes,Injured
DONEGAL,January,Cyclists,female,yes,Injured
MEATH,July,Car,male,no,Injured
CORK,June,Pedestrians,female,no,Injured
DUBLIN,July,Car,female,yes,Injured
TIPPERARY,February,Car,female,yes,Injured
CORK,October,Car,male,no,Injured
DUBLIN,October,Cyclists,female,no,Killed
CORK,August,Cyclists,male,no,Injured
TIPPERARY,April,Car,female,yes,Injured
CORK,December,Car,female,no,Injured
DUBLIN,July,Car,female,yes,Injured
DUBLIN,November,Car,male,no,Injured
LIMERICK COUNTY,March,Car,female,no,Injured
DUBLIN,December,Car,female,no,Injured
DUBLIN,November,Car,female,no,Injured
DUBLIN,May,Car,female,yes,Injured
KILDARE,November,Car,female,no,Injured
WICKLOW,December,Cyclists,female,no,Injured
DUBLIN,April,Car,female,yes,Injured
DUBLIN,April,Car,female,yes,Injured
LOUTH,November,Car,female,no,Injured
DUBLIN,January,Car,male,no,Injured
DUBLIN,October,Car,male,yes,Injured
WICKLOW,May,Car,male,no,Injured
KILKENNY,July,Car,male,no,Injured
ROSCOMMON,September,Pedestrians,male,yes,Injured
CLARE,December,Car,female,no,Injured
CORK,October,Car,male,no,Injured
MAYO,November,Car,female,no,Injured
KERRY,June,Pedestrians,male,no,Injured
WICKLOW,April,Pedestrians,male,no,Injured
GALWAY,October,Car,female,no,Injured
DUBLIN,January,Car,male,no,Injured
DONEGAL,September,Car,male,no,Injured
KILDARE,September,Car,male,no,Injured
MEATH,August,Car,male,no,Injured
WESTMEATH,August,Car,female,no,Injured
CORK,June,Car,male,no,Injured
CARLOW,July,Motorbike,male,no,Injured
GALWAY,March,Cyclists,female,no,Injured
DONEGAL,May,Car,male,no,Injured
KILKENNY,September,Motorbike,male,no,Injured
LAOIS,October,Car,male,no,Injured
DUBLIN,June,Car,female,no,Injured
LIMERICK COUNTY,December,Car,male,yes,Injured
DONEGAL,March,Car,female,yes,Injured
OFFALY,April,Car,male,no,Injured
CLARE,December,Motorbike,male,no,Injured
CORK,December,Car,female,yes,Injured
WICKLOW,May,Car,female,no,Injured
WATERFORD,November,Car,male,no,Injured
WEXFORD,February,Car,female,no,Injured
WATERFORD,November,Car,male,no,Injured
DUBLIN,October,Car,male,no,Injured
WEXFORD,January,Pedestrians,female,no,Injured
DUBLIN,July,Car,male,no,Injured
CLARE,April,Motorbike,female,no,Injured
KILDARE,November,Car,male,yes,Injured
DUBLIN,August,Car,female,yes,Injured
KERRY,May,Car,female,no,Injured
GALWAY,December,Car,female,yes,Injured
GALWAY,March,Cyclists,male,no,Injured
KILDARE,March,Car,male,no,Injured
WESTMEATH,August,Car,female,no,Injured
DUBLIN,September,Car,female,yes,Injured
TIPPERARY,April,Car,male,yes,Injured
MAYO,January,Motorbike,male,no,Injured
CORK,November,Car,male,no,Injured
ROSCOMMON,November,Motorbike,male,no,Injured
DUBLIN,March,Motorbike,male,no,Injured
DUBLIN,September,Car,male,no,Injured
CARLOW,June,Car,male,no,Injured
DUBLIN,January,Car,female,no,Injured
LONGFORD,April,Car,female,no,Injured
SLIGO,May,Car,male,yes,Injured
DUBLIN,January,Cyclists,male,no,Injured
DUBLIN,November,Cyclists,male,no,Injured
CORK,April,Car,female,yes,Injured
MONAGHAN,December,Car,female,yes,Injured
LOUTH,May,Car,male,no,Injured
LOUTH,February,Car,male,yes,Injured
LIMERICK COUNTY,January,Car,male,yes,Injured
WATERFORD,November,Car,female,no,Injured
TIPPERARY,July,Car,male,no,Injured
LAOIS,March,Car,female,yes,Injured
DUBLIN,January,Car,male,no,Injured
DUBLIN,January,Cyclists,male,yes,Killed
CAVAN,April,Car,female,yes,Injured
WESTMEATH,October,Car,male,yes,Injured
LONGFORD,June,Car,male,yes,Injured
WATERFORD,November,Cyclists,male,no,Injured
DUBLIN,August,Car,male,no,Injured
WEXFORD,January,Car,male,no,Injured
TIPPERARY,July,Cyclists,female,yes,Injured
TIPPERARY,July,Motorbike,male,yes,Injured
CARLOW,July,Cyclists,male,no,Injured
DUBLIN,February,Car,male,no,Injured
CORK,October,Car,female,yes,Injured
WESTMEATH,February,Motorbike,female,yes,Injured
GALWAY,May,Pedestrians,male,no,Injured
GALWAY,October,Car,female,no,Killed
GALWAY,May,Car,male,no,Injured
KILDARE,January,Car,female,yes,Injured
KERRY,August,Car,female,no,Injured
WESTMEATH,June,Car,male,yes,Injured
TIPPERARY,March,Cyclists,male,no,Injured
MEATH,July,Cyclists,male,no,Injured
DUBLIN,January,Car,male,no,Injured
MEATH,February,Cyclists,male,yes,Injured
CORK,November,Car,female,no,Injured
TIPPERARY,January,Cyclists,male,no,Injured
MEATH,February,Car,male,no,Injured
MEATH,May,Car,male,no,Injured
KERRY,December,Car,male,no,Injured
DUBLIN,February,Car,male,no,Injured
DUBLIN,November,Car,male,no,Injured
OFFALY,April,Car,female,no,Injured
WEXFORD,November,Car,female,no,Injured
KERRY,August,Car,male,no,Injured
WATERFORD,May,Pedestrians,female,no,Injured
DUBLIN,March,Car,female,yes,Injured
KERRY,July,Pedestrians,female,yes,Injured
DUBLIN,March,Car,female,yes,Injured
WICKLOW,December,Car,male,yes,Injured
DUBLIN,March,Car,male,yes,Injured
LIMERICK COUNTY,December,Cyclists,female,yes,Injured
MEATH,April,Car,female,yes,Injured
CLARE,January,Pedestrians,female,no,Injured
WICKLOW,January,Motorbike,male,yes,Injured
CORK,February,Pedestrians,female,no,Injured
KILKENNY,February,Car,female,no,Injured
CORK,October,Car,male,yes,Injured
KERRY,November,Car,female,yes,Injured
CORK,April,Pedestrians,female,yes,Injured
MEATH,April,Cyclists,male,no,Injured
MEATH,March,Pedestrians,female,no,Injured
KILKENNY,January,Cyclists,male,yes,Injured
CAVAN,September,Car,male,yes,Injured
CLARE,December,Pedestrians,female,no,Injured
DONEGAL,October,Car,female,no,Injured
WICKLOW,June,Car,female,yes,Injured
DUBLIN,June,Motorbike,male,no,Injured
MEATH,October,Car,female,no,Injured
DUBLIN,August,Car,male,yes,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,September,Pedestrians,male,no,Injured
DUBLIN,April,Car,female,yes,Injured
CARLOW,January,Cyclists,female,no,Killed
WICKLOW,November,Car,female,no,Injured
KILDARE,November,Car,female,yes,Injured
KILKENNY,December,Car,female,yes,Injured
KERRY,August,Car,female,no,Injured
CLARE,March,Motorbike,male,no,Injured
GALWAY,May,Car,male,no,Injured
KERRY,April,Car,female,no,Injured
LIMERICK COUNTY,July,Pedestrians,male,yes,Injured
KERRY,May,Car,male,yes,Injured
CLARE,August,Pedestrians,male,no,Injured
LAOIS,February,Cyclists,female,no,Injured
KILDARE,March,Car,female,yes,Injured
KERRY,February,Car,male,no,Injured
SLIGO,May,Car,male,yes,Injured
DUBLIN,November,Cyclists,male,yes,Injured
KILKENNY,November,Car,female,yes,Injured
CORK,May,Car,female,yes,Injured
DUBLIN,May,Car,female,yes,Injured
SLIGO,April,Pedestrians,male,yes,Injured
CAVAN,January,Car,male,yes,Injured
CORK,October,Car,female,yes,Injured
ROSCOMMON,August,Motorbike,female,no,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
LOUTH,April,Car,female,yes,Injured
WEXFORD,July,Cyclists,female,no,Injured
DONEGAL,February,Car,female,yes,Injured
MAYO,December,Pedestrians,male,no,Injured
CORK,June,Car,female,yes,Injured
DUBLIN,December,Car,female,no,Killed
DUBLIN,March,Pedestrians,female,yes,Injured
TIPPERARY,March,Pedestrians,male,yes,Injured
LIMERICK COUNTY,December,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
CAVAN,June,Car,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
WICKLOW,April,Car,male,no,Injured
KERRY,June,Car,male,yes,Injured
MAYO,August,Car,male,no,Injured
DUBLIN,February,Car,male,no,Injured
GALWAY,September,Car,male,no,Injured
DONEGAL,January,Pedestrians,female,no,Injured
SLIGO,June,Motorbike,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
CLARE,March,Car,female,yes,Injured
LONGFORD,July,Pedestrians,male,no,Injured
CORK,September,Car,male,no,Injured
MONAGHAN,November,Cyclists,female,no,Injured
CAVAN,March,Pedestrians,male,no,Injured
KILDARE,February,Car,male,no,Injured
GALWAY,September,Car,female,no,Injured
WICKLOW,December,Pedestrians,male,yes,Injured
CORK,July,Pedestrians,male,no,Injured
LIMERICK COUNTY,April,Car,female,no,Injured
CORK,March,Car,male,no,Injured
CORK,February,Car,male,yes,Injured
WICKLOW,November,Car,female,yes,Injured
OFFALY,September,Pedestrians,female,no,Injured
DUBLIN,February,Car,female,no,Injured
SLIGO,January,Car,male,no,Injured
CLARE,January,Car,male,no,Injured
KERRY,July,Car,female,no,Injured
CORK,January,Car,male,no,Injured
WICKLOW,December,Cyclists,male,yes,Injured
KILDARE,November,Car,male,yes,Injured
KILDARE,January,Cyclists,female,no,Injured
DUBLIN,November,Motorbike,female,no,Injured
SLIGO,August,Car,male,no,Killed
KERRY,May,Motorbike,male,no,Injured
CAVAN,May,Car,female,no,Injured
DONEGAL,February,Car,male,yes,Injured
DUBLIN,October,Car,male,no,Injured
CORK,May,Car,female,no,Injured
DUBLIN,November,Cyclists,male,no,Injured
DUBLIN,August,Car,male,yes,Injured
CARLOW,December,Car,male,no,Injured
LOUTH,October,Car,female,no,Injured
MEATH,July,Car,male,no,Injured
OFFALY,June,Car,male,no,Injured
SLIGO,August,Car,female,yes,Injured
CORK,March,Cyclists,female,no,Killed
WATERFORD,September,Car,male,no,Injured
LIMERICK COUNTY,October,Car,female,no,Injured
LOUTH,January,Pedestrians,female,yes,Killed
KILDARE,February,Car,female,no,Injured
WEXFORD,August,Car,female,no,Injured
DUBLIN,October,Cyclists,male,yes,Injured
MEATH,September,Motorbike,female,no,Injured
GALWAY,April,Car,male,no,Injured
WATERFORD,November,Car,female,yes,Injured
DUBLIN,October,Cyclists,male,no,Killed
CAVAN,March,Car,male,yes,Injured
CORK,March,Pedestrians,male,no,Injured
WATERFORD,January,Car,female,no,Injured
LIMERICK COUNTY,September,Car,male,no,Injured
MAYO,January,Car,female,yes,Injured
GALWAY,August,Cyclists,female,yes,Injured
KILDARE,March,Car,male,yes,Killed
DUBLIN,May,Pedestrians,male,yes,Injured
MEATH,April,Car,male,yes,Injured
MEATH,May,Car,male,yes,Killed
LOUTH,March,Pedestrians,male,no,Injured
WEXFORD,June,Cyclists,male,no,Injured
MEATH,October,Car,male,no,Injured
WICKLOW,May,Car,female,no,Injured
KILDARE,July,Car,male,yes,Injured
LAOIS,April,Car,female,yes,Injured
LEITRIM,June,Car,male,no,Injured
DUBLIN,July,Car,female,no,Killed
CLARE,November,Car,female,no,Injured
MEATH,December,Car,female,no,Injured
LOUTH,August,Cyclists,female,no,Injured
CORK,July,Car,female,no,Killed
CORK,December,Car,male,no,Injured
LONGFORD,September,Car,female,no,Injured
KERRY,July,Car,male,no,Injured
DONEGAL,May,Car,female,no,Injured
CLARE,December,Car,male,no,Injured
KILKENNY,March,Car,male,yes,Injured
CLARE,July,Car,male,no,Injured
DUBLIN,October,Car,male,no,Injured
GALWAY,March,Car,male,no,Injured
CORK,March,Car,male,no,Injured
DUBLIN,November,Pedestrians,female,no,Injured
CAVAN,April,Pedestrians,female,no,Injured
CORK,May,Pedestrians,male,yes,Killed
WEXFORD,June,Car,male,yes,Injured
KILDARE,March,Car,male,no,Injured
LONGFORD,August,Car,female,yes,Injured
DUBLIN,May,Car,female,no,Injured
MEATH,December,Car,male,no,Injured
WATERFORD,May,Motorbike,male,no,Injured
WATERFORD,March,Car,female,no,Injured
GALWAY,April,Car,female,no,Injured
MEATH,September,Motorbike,female,no,Injured
LOUTH,October,Car,male,no,Injured
WEXFORD,September,Motorbike,male,no,Injured
DUBLIN,October,Motorbike,female,yes,Injured
KILDARE,February,Car,female,yes,Killed
CLARE,January,Car,male,no,Injured
WESTMEATH,August,Car,male,no,Injured
WEXFORD,September,Car,female,no,Injured
GALWAY,August,Car,male,no,Injured
KILDARE,January,Car,male,no,Injured
MEATH,March,Cyclists,male,yes,Injured
DUBLIN,November,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
DUBLIN,May,Car,female,no,Injured
KERRY,April,Pedestrians,female,no,Injured
WEXFORD,November,Car,male,no,Injured
DUBLIN,July,Cyclists,male,no,Injured
CLARE,July,Cyclists,male,no,Injured
LIMERICK COUNTY,May,Car,female,no,Injured
GALWAY,April,Car,male,no,Injured
DUBLIN,February,Car,male,yes,Injured
DUBLIN,March,Car,male,no,Injured
TIPPERARY,January,Pedestrians,female,yes,Injured
OFFALY,January,Car,male,no,Injured
CORK,February,Car,female,no,Injured
LONGFORD,March,Car,female,yes,Injured
WICKLOW,June,Motorbike,male,yes,Injured
MEATH,December,Pedestrians,female,no,Injured
MAYO,March,Car,male,no,Injured
DUBLIN,March,Pedestrians,male,no,Killed
CORK,January,Car,male,yes,Injured
TIPPERARY,May,Pedestrians,female,no,Injured
KILKENNY,October,Car,male,yes,Injured
DUBLIN,August,Cyclists,male,no,Injured
MEATH,July,Car,male,yes,Injured
MAYO,September,Car,male,yes,Injured
LIMERICK COUNTY,October,Cyclists,male,no,Injured
DONEGAL,August,Pedestrians,male,no,Injured
TIPPERARY,May,Car,male,no,Injured
MAYO,April,Car,female,yes,Injured
DUBLIN,August,Car,female,no,Injured
CORK,January,Car,male,yes,Injured
WATERFORD,March,Car,female,no,Injured
MONAGHAN,September,Car,female,yes,Injured
GALWAY,March,Pedestrians,male,yes,Injured
DUBLIN,May,Car,female,no,Injured
KILKENNY,December,Motorbike,male,no,Injured
DUBLIN,August,Cyclists,male,no,Injured
CLARE,September,Car,female,yes,Injured
DUBLIN,October,Car,male,no,Injured
DUBLIN,July,Pedestrians,male,no,Injured
WICKLOW,October,Car,female,yes,Injured
MEATH,October,Car,male,yes,Injured
DUBLIN,November,Car,female,no,Injured
MAYO,March,Car,male,yes,Injured
DUBLIN,March,Cyclists,male,no,Injured
KERRY,July,Car,female,yes,Injured
DONEGAL,January,Car,male,no,Injured
DUBLIN,January,Car,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
CORK,October,Car,male,yes,Injured
TIPPERARY,September,Motorbike,male,no,Injured
WESTMEATH,March,Car,female,yes,Injured
DUBLIN,December,Car,male,yes,Injured
GALWAY,April,Car,female,yes,Injured
SLIGO,January,Car,male,no,Injured
DUBLIN,June,Cyclists,female,no,Injured
KILKENNY,December,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
DUBLIN,August,Car,female,no,Injured
MEATH,September,Car,male,no,Injured
GALWAY,May,Cyclists,female,yes,Injured
GALWAY,July,Car,female,no,Injured
WICKLOW,May,Cyclists,male,yes,Injured
WEXFORD,August,Car,male,yes,Injured
DUBLIN,June,Cyclists,male,yes,Injured
DUBLIN,August,Pedestrians,male,yes,Injured
LIMERICK COUNTY,November,Car,male,no,Injured
DUBLIN,June,Motorbike,male,yes,Injured
MAYO,August,Car,male,no,Injured
MAYO,January,Pedestrians,female,yes,Injured
MEATH,May,Car,male,no,Injured
DUBLIN,September,Car,male,yes,Injured
WICKLOW,May,Car,male,yes,Killed
GALWAY,March,Pedestrians,female,yes,Injured
CORK,May,Motorbike,male,yes,Injured
CORK,April,Car,female,no,Injured
KILDARE,March,Car,female,no,Injured
GALWAY,May,Car,male,yes,Injured
WEXFORD,July,Car,male,no,Injured
WATERFORD,September,Car,female,yes,Injured
GALWAY,June,Car,male,yes,Injured
DONEGAL,November,Pedestrians,male,no,Injured
KILDARE,July,Car,female,yes,Injured
DUBLIN,November,Cyclists,female,no,Injured
LIMERICK COUNTY,September,Car,female,no,Injured
KERRY,July,Car,female,no,Injured
SLIGO,April,Pedestrians,female,no,Injured
CORK,January,Cyclists,female,no,Injured
DUBLIN,August,Pedestrians,male,yes,Injured
KILKENNY,March,Cyclists,female,yes,Injured
LAOIS,May,Car,female,no,Injured
DUBLIN,July,Pedestrians,male,yes,Injured
WATERFORD,June,Car,male,yes,Injured
OFFALY,June,Pedestrians,male,no,Injured
KERRY,May,Cyclists,male,no,Injured
DUBLIN,January,Pedestrians,male,yes,Injured
DUBLIN,January,Car,female,no,Injured
CORK,April,Car,female,yes,Injured
WEXFORD,February,Car,male,no,Injured
DUBLIN,July,Car,female,no,Injured
CORK,March,Pedestrians,female,yes,Injured
GALWAY,April,Car,male,yes,Injured
DUBLIN,September,Car,female,no,Injured
CORK,December,Car,male,no,Injured
KILDARE,May,Motorbike,male,no,Injured
LOUTH,September,Pedestrians,male,yes,Injured
GALWAY,May,Car,female,yes,Injured
CORK,August,Pedestrians,male,yes,Injured
DONEGAL,May,Pedestrians,male,no,Injured
CORK,February,Pedestrians,female,yes,Injured
KILDARE,December,Car,female,no,Injured
CORK,September,Motorbike,male,no,Injured
DUBLIN,May,Cyclists,male,yes,Injured
CORK,March,Car,female,no,Injured
DUBLIN,September,Car,female,yes,Injured
LAOIS,November,Car,male,yes,Injured
DUBLIN,September,Car,male,no,Injured
WATERFORD,June,Pedestrians,female,no,Injured
DUBLIN,June,Car,female,yes,Injured
WESTMEATH,July,Car,male,no,Injured
OFFALY,September,Pedestrians,male,no,Injured
CORK,October,Cyclists,female,yes,Injured
CORK,January,Car,female,no,Injured
CORK,February,Car,female,yes,Injured
LEITRIM,February,Car,female,no,Injured
LONGFORD,June,Car,male,yes,Injured
MEATH,May,Car,male,no,Injured
KERRY,April,Car,female,no,Injured
LIMERICK COUNTY,January,Car,male,no,Injured
LONGFORD,September,Car,male,yes,Injured
DUBLIN,August,Pedestrians,male,no,Injured
LIMERICK COUNTY,July,Car,female,no,Injured
DUBLIN,March,Car,male,yes,Injured
LEITRIM,August,Car,male,yes,Injured
WEXFORD,January,Car,female,no,Injured
DUBLIN,January,Car,male,no,Injured
GALWAY,May,Car,male,no,Injured
DUBLIN,December,Car,male,yes,Injured
KILDARE,March,Cyclists,female,no,Injured
TIPPERARY,September,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
ROSCOMMON,March,Pedestrians,female,yes,Injured
KERRY,December,Pedestrians,male,no,Injured
DUBLIN,December,Pedestrians,male,yes,Injured
DUBLIN,November,Car,female,no,Injured
CORK,September,Car,female,no,Injured
WATERFORD,November,Car,male,yes,Injured
CLARE,May,Car,male,no,Injured
KILKENNY,July,Car,male,no,Injured
CORK,October,Cyclists,male,no,Injured
DUBLIN,June,Car,male,yes,Injured
CORK,January,Car,female,no,Killed
GALWAY,November,Car,female,no,Injured
LEITRIM,June,Car,female,no,Injured
ROSCOMMON,June,Car,female,yes,Injured
DUBLIN,May,Car,male,no,Injured
MEATH,January,Car,female,no,Injured
KILKENNY,November,Car,male,no,Injured
WICKLOW,January,Car,male,no,Injured
CORK,July,Car,male,yes,Injured
OFFALY,July,Motorbike,male,no,Injured
ROSCOMMON,January,Car,male,no,Injured
MONAGHAN,November,Car,male,no,Injured
DUBLIN,June,Car,male,yes,Killed
KERRY,January,Car,female,no,Injured
WICKLOW,June,Car,male,yes,Injured
WEXFORD,July,Car,female,no,Injured
MEATH,March,Car,female,yes,Injured
GALWAY,January,Car,male,yes,Injured
KERRY,April,Motorbike,male,no,Injured
MONAGHAN,July,Car,female,yes,Injured
DUBLIN,October,Pedestrians,male,no,Injured
DUBLIN,November,Car,female,yes,Injured
DUBLIN,May,Cyclists,male,no,Injured
KILDARE,October,Car,female,no,Injured
WEXFORD,December,Cyclists,female,no,Injured
DUBLIN,October,Car,male,no,Injured
MONAGHAN,November,Car,male,yes,Injured
CLARE,June,Cyclists,female,no,Injured
GALWAY,February,Car,female,yes,Injured
DUBLIN,June,Motorbike,female,no,Injured
DUBLIN,April,Car,male,yes,Injured
DUBLIN,July,Car,male,no,Injured
KERRY,July,Car,female,no,Injured
MEATH,December,Cyclists,female,yes,Injured
WEXFORD,February,Car,male,yes,Injured
CORK,April,Car,female,yes,Injured
DUBLIN,May,Cyclists,female,yes,Injured
CORK,August,Cyclists,male,no,Injured
ROSCOMMON,October,Car,female,no,Injured
CORK,July,Cyclists,female,no,Injured
TIPPERARY,March,Car,female,no,Injured
MAYO,September,Car,male,no,Injured
TIPPERARY,February,Car,male,no,Injured
WATERFORD,December,Pedestrians,female,no,Injured
CORK,September,Cyclists,female,no,Injured
KILDARE,January,Car,male,yes,Injured
DUBLIN,January,Car,male,no,Injured
DUBLIN,August,Car,male,yes,Injured
CAVAN,October,Pedestrians,female,yes,Injured
KERRY,June,Car,male,no,Injured
CAVAN,September,Car,female,no,Injured
WATERFORD,November,Cyclists,female,no,Injured
DUBLIN,April,Pedestrians,male,yes,Injured
GALWAY,February,Car,male,yes,Injured
LEITRIM,November,Car,male,yes,Injured
CARLOW,December,Car,female,yes,Injured
